name,sex
ulutan,E
ulutaş,E
ulutay,E
ulya,K
uma,E
umaç,E
umak,E
uman,E
umar,U
umay,K
umman,U
umran,U
umural,E
umuralp,E
umurbay,E
unan,E
unat,E
ungan,E
ural,E
uralp,E
uraltan,E
uraltay,E
uram,E
uran,E
uras,E
uraz,E
uraza,E
urazlı,E
urhan,E
urkan,E
usal,E
usalan,E
usalp,E
usbay,E
ushan,E
uskan,E
usman,E
usta,E
uşak,E
utkan,E
utman,E
uyar,E
uyaralp,E
uyarel,E
uyarer,E
uygan,E
uygar,E
uyguralp,E
uysal,U
uzalp,E
uzay,U
uzbay,E
uzcan,E
uzhan,E
uzkan,E
uzman,E
uzsan,E
uztan,E
uztaş,E
uztav,E
uztay,E
übeydullah,E
üftade,K
ükkaşe,E
ülgenalp,E
ülkühan,K
ülkütan,E
ümmühan,K
ümran,U
ünal,U
ünalan,E
ünaldı,E
ünalmış,E
ünalp,E
ünay,U
ünkan,E
ünkaya,E
ünsaç,U
ünsal,U
ünsan,E
ünsay,K
ünüvar,E
ünyay,E
ürünay,K
üründübay,E
üstat,E
üstay,E
üstünbay,E
vacibe,K
vacide,K
vacip,E
vacit,E
vafi,E
vafir,E
vafit,E
vaha,E
vahap,E
vahdet,E
vahdettin,E
vahibe,K
vahide,K
vahip,E
vahit,E
vahittin,E
vaiz,E
vakkas,E
vakur,E
valaşan,E
valide,K
vamık,E
vamıka,K
varal,E
varaş,E
vardar,E
vargın,E
varlık,U
varol,E
vasfi,E
vasfiye,K
vasıf,E
vasıl,E
vasıla,K
vassaf,E
vatan,E
vataner,E
vecahet,K
vecahettin,E
veciha,K
veda,K
vedat,E
vedia,K
vefa,U
vefai,E
vefakar,K
vefia,K
vefika,K
velican,E
veliyullah,E
veral,E
verda,K
verdinaz,K
verşan,E
vesamet,U
vicdan,U
vicdani,E
vildan,K
visali,E
visam,E
volkan,E
vural,E
vuslat,K
yada,U
yadacı,E
yadigar,U
yafes,E
yağan,U
yağın,E
yağınalp,E
yağısıyan,E
yağış,K
yağız,E
yağızalp,E
yağızbay,E
yağızboğa,E
yağızer,E
yağızhan,E
yağızkan,E
yağızkurt,E
yağıztekin,E
yağmanaz,K
yağmur,U
yağmurca,E
yahşi,U
yahşibay,E
yahşiboğa,E
yahşihan,E
yahşikan,E
yahşitay,E
yahya,E
yakup,E
yakut,U
yalap,E
yalav,U
yalavaç,E
yalaz,E
yalaza,K
yalazahan,E
yalazakan,E
yalazalp,E
yalazan,U
yalazay,U
yalçın,E
yalçıner,E
yalçınkaya,E
yalçuk,U
yaldırak,E
yaldırım,E
yaldız,K
yalgı,E
yalgın,E
yalgınay,E
yalım,E
yalın,U
yalınalp,E
yalınay,U
yalkı,E
yalkın,E
yalmaç,E
yalman,E
yalt,E
yaltır,E
yaltırak,U
yaltıray,U
yalvaç,E
yamaç,E
yaman,E
yamaner,E
yamanöz,E
yamansoy,E
yamantürk,E
yamanyiğit,E
yamçı,E
yanaç,E
yanal,E
yanar,E
yanbek,E
yanbey,E
yandil,E
yangar,E
yanık,E
yanıker,E
yankı,U
yapalak,E
yapıncak,K
yaprak,K
yararer,E
yaraşık,U
yarcan,K
yardak,E
yargan,E
yargı,E
yarkan,E
yarkaya,E
yarkın,U
yarlık,E
yarluk,E
yarpuz,K
yaruk,E
yasa,E
yasan,E
yasavul,E
yasemin,K
yaser,E
yasin,E
yasun,E
yaşa,E
yaşam,U
yaşanur,U
yaşar,U
yaşartürk,E
yaşdaş,E
yaşık,U
yaşıl,K
yaşın,U
yaşıyan,K
yaşlak,E
yatman,E
yatuk,E
yavaş,E
yaver,E
yavuz,E
yavuzalp,E
yavuzay,E
yavuzbay,E
yavuzboğa,E
yavuzcan,E
yavuzer,E
yavuzhan,E
yavuzsoy,E
yay,E
yayak,E
yayalp,E
yaybörü,E
yaybüke,E
yaygır,E
yayla,U
yaylagül,K
yaylak,E
yazan,E
yazar,E
yazgan,E
yazganalp,E
yazgı,E
yazgül,K
yazgülü,K
yazık,E
yazır,E
yekta,U
yelal,E
yelbay,E
yelboğa,E
yelda,K
yeldan,E
yenal,E
yenay,E
yeneral,E
yertan,E
yesari,E
yetişal,E
yezdan,E
yıbar,E
yılay,K
yılbay,E
yıldanur,K
yıldıralp,E
yıldıran,E
yıldıraner,E
yıldıray,E
yıldızhan,U
yılhan,E
yılkan,E
yılma,E
yılmaz,E
yılmazok,E
yıpar,U
yiğitcan,E
yiğithan,E
yiğitkan,E
yinanç,E
yoğunay,E
yola,E
yolaç,E
yolal,E
yoldaş,E
yoma,E
yonca,K
yordam,E
yordamlı,E
yosma,K
yönal,U
yula,E
yura,E
yurdaal,K
yurdaay,E
yurdacan,E
yurdaer,E
yurdagül,K
yurdakul,U
yurdal,E
yurdanur,U
yurdaser,K
yurdaşen,U
yurdatap,K
yurday,K
yurtal,E
yurtbay,E
yurtcan,E
yurtkuran,E
yurtman,E
yurtsal,E
yurtsan,U
yurtsay,K
yurttaş,E
yücealp,E
yücebaş,E
yücedağ,E
yücelay,E
yücesan,E
yüzüak,E
zade,E
zafer,U
zafir,E
zafire,K
zağnos,E
zahide,K
zahir,E
zahire,K
zahit,E
zaide,K
zaik,E
zaika,K
zaim,E
zait,E
zaki,E
zakir,E
zakire,K
zaman,E
zambak,K
zamir,E
zamire,K
zarif,U
zarife,K
zati,E
zatinur,K
zatiye,K
zehra,K
zekeriya,E
zeliha,K
zennişan,K
zerafet,K
zerefşan,K
zeria,K
zernişan,K
zerrintaç,K
zeycan,E
zeynullah,E
zeyyat,E
ziba,K
zican,K
zikrullah,E
zişan,U
ziya,E
ziyaeddin,E
ziyaettin,E
ziyafet,K
ziyat,E
ziynetullah,E
zoral,E
zuhal,K
zühal,K
züleyha,K
zülfibar,K
zülfikar,E
zülfiyar,K
zülfizar,K
zülfübar,K
zülfüyar,K
zülfüzar,K
zülkarneyn,E
zümra,K
bahir,E
bahire,K
bedel,E
beder,K
bedi,E
bedih,E
bedihe,K
bedir,E
bedis,K
bediz,U
bedrettin,E
bedri,E
bedriye,K
bedük,E
begim,K
begüm,K
beğenç,E
behçet,E
behice,K
behiç,E
behin,K
behire,K
behiye,K
behlül,E
behmen,E
bek,E
bekam,E
bekdemir,E
bekdil,E
bekem,E
beken,K
beker,E
bekir,E
bektöre,E
bektürk,E
belek,E
belen,E
belge,E
belgi,K
belgin,K
beliğ,E
belik,K
belin,K
beliz,K
belkıs,K
bellek,E
belmen,K
bender,E
bendeş,E
benek,K
bener,E
benevşe,K
bengi,U
bengigül,K
bengisoy,E
bengisu,U
bengü,U
bengül,K
benice,K
benli,K
benligül,K
bennur,K
benol,E
bensu,K
benşen,U
bent,E
bentürk,E
benzer,E
berceste,K
bercis,K
bereket,U
beren,U
berfin,U
berfu,K
berge,E
bergin,E
beri,E
berin,U
beriye,K
berk,E
berke,U
berkel,E
berker,E
berki,E
berkin,E
berkiye,K
berkmen,E
berkok,E
berkol,E
berköz,E
berksoy,E
berksu,E
berksun,E
berktin,E
berkün,E
bermude,K
berrin,K
berşe,K
berter,E
besen,U
besim,E
besime,K
beste,K
bestegül,K
beşer,E
beşgül,K
beşir,E
beşire,K
betigül,K
betik,U
betil,K
betim,E
betül,K
beygu,E
beylem,K
beyrek,E
beysun,K
beytekin,E
beytemir,E
beytöre,E
bezek,K
bezen,K
bezmialem,K
bige,K
bigüm,K
bihin,K
bihine,K
bihter,K
bihterin,K
bike,K
bilal,E
bilek,E
bilen,U
bilender,E
bilge,U
bilgeer,E
bilgekurt,E
bilgekut,E
bilgen,U
bilgenur,K
bilger,E
bilgetürk,E
bilgi,U
bilgiç,E
bilgin,E
bilginer,E
bilginur,K
bilgiser,K
bilgü,E
bilgün,K
bilik,E
bilir,U
biliş,K
billür,K
bilmen,E
bilnur,E
bilsen,U
bilsev,K
bilsin,K
biner,E
bingöl,E
bingül,K
bingün,K
binışık,E
biniz,K
binnur,U
bintuğ,E
binzet,K
birben,K
birbenek,K
birce,U
birçek,K
birge,U
birgen,K
birgi,E
birgit,E
birgül,K
birgün,K
biricik,K
birim,K
biriz,U
birke,K
birkök,E
birmen,E
birnur,K
birol,E
birsel,U
birsen,U
birsin,E
birsoy,E
birşen,E
birtek,K
birten,E
bitek,E
bitengül,K
bitim,E
boncuk,K
bor,E
boy,E
boyer,E
boylu,E
boz,E
bozbey,E
bozçin,K
bozdemir,E
bozdeniz,E
bozer,E
bozerk,E
bozkır,E
bozkurt,E
bozok,E
boztepe,E
boztimur,E
bozyel,E
bozyiğit,E
böget,E
böğrek,E
böğürtlen,K
böke,E
böken,E
börçek,E
börk,E
börteçin,E
börü,E
börübey,E
budun,E
bugül,K
buket,K
bulgu,E
buluç,E
bulunç,E
buluş,U
bulut,E
buluttekin,E
bumin,E
burcu,K
burç,E
burçin,U
buruk,E
buruktekin,E
buse,K
buyruk,E
buyrukçu,E
büge,U
büget,E
büğdüz,E
bük,E
büke,U
büklüm,U
bülbül,K
bülent,E
bürçe,E
bürçin,K
bürge,U
bürgü,K
bürküt,E
bürümcek,K
büte,K
bütün,U
cebe,E
ceben,E
cebesoy,E
çeber,E
çelebi,E
çelikbilek,E
çitlembik,K
çölbey,E
demirbüken,E
dilbent,K
dilber,K
dilbeste,K
dilbu,K
dudubikem,K
ebecen,E
ebed,E
ebet,E
ebru,K
ebubekir,E
ecebey,E
edibe,K
ekber,E
elbek,E
elbeyi,E
elbirle,K
elbirlik,K
elçibey,E
elibol,E
erbelgin,E
erben,E
erberk,E
erbey,E
erbil,U
erbilek,E
erbilen,E
erbilir,E
erboy,E
erdibek,E
erdibey,E
erdibike,K
erdibikem,K
eribe,K
feribe,K
gökbel,E
gökbelen,E
gökben,K
gökberk,E
gökbey,E
gökbörü,E
gökbudun,E
gökbulut,E
gökçebel,E
gökçebey,E
görbil,E
gurbet,K
gülbeden,K
gülbek,E
gülben,K
gülbende,K
gülbeniz,K
gülberk,K
gülbeşeker,K
gülbey,E
gülbeyi,E
gülbike,K
gülbikem,K
gülbil,K
gülbin,K
gülbitti,K
gülbiz,K
gülboy,K
gülbu,K
gülbün,K
gülbüz,K
gülebetin,K
gülengübin,K
gülpembe,K
gümberk,E
günbek,E
günbey,E
gündüzbey,E
güngörbey,E
gürbüz,U
heybet,E
hürbey,E
ışınbike,K
ibik,E
ibili,K
ibiş,E
ibo,E
içimbike,K
ilbeg,E
ilbek,E
ilbey,E
ilbeyi,E
ilbike,K
ilbilge,U
ilbozdu,E
ilbudun,E
incebey,E
isenbike,K
izbörü,E
izbudun,E
izbul,E
katibe,K
kebir,E
kebire,K
kebuter,K
kelebek,K
kırbörü,E
kızgınbey,E
kızılbörü,E
kiçkinebike,K
koçbörü,E
koçubey,E
konurbey,E
kutbiye,K
lebibe,K
lebip,E
lebriz,K
mebruk,E
mebruke,K
mebrur,E
mebrure,K
mebus,E
mebuse,K
mengüberti,E
mergube,K
mevhibe,K
muhibbe,K
muhibbi,E
mukbil,E
mukbile,K
muştubey,E
muteber,U
mübeccel,K
mübeyyen,K
mübin,E
mübine,K
mühibe,K
münibe,K
nebi,E
nebih,E
nebihe,K
nebil,E
nebile,K
nebiye,K
necibe,K
nesibe,K
nevber,K
nilberk,K
nuhbe,K
nurben,K
nurbige,K
oben,E
obuz,E
oğulbey,E
okbudun,E
orbek,E
öbek,E
ölmezbey,E
özbek,U
özben,U
özberk,E
özbey,E
özbil,U
özbilek,U
özbilen,U
özbilge,U
özbilgin,E
özbilir,U
özbir,E
özcebe,E
pembe,K
pembegül,K
rebi,E
rebii,E
rebiyye,K
rehber,E
sebih,E
sebil,U
sebile,K
sebla,K
sebu,K
sebük,E
sebüktekin,E
serbülent,E
sibel,K
simber,K
soylubey,E
subegi,E
subhi,E
subhiye,K
sulbiye,K
sülünbike,K
sümbül,K
sümbülveş,K
sünbüle,K
şebnem,K
şebnur,K
şekibe,K
şerbet,K
şirinbegim,K
şirinbige,K
teber,E
teberhun,E
teberrük,K
tebessüm,K
tebrik,E
tekbek,E
tekbey,E
tekbir,E
tekebey,E
tellibey,E
tibet,E
tilbe,K
tolunbike,K
tosunbey,E
tunçbilek,E
tunçbörü,E
tüblek,E
ubeyde,K
ubeyt,E
uçbeyi,E
uğurlubey,E
ulubek,E
uluberk,E
ulubey,E
uluğbey,E
umurbey,E
urbeyi,E
usberk,E
usbey,E
usunbike,K
übeyd,E
übeyde,K
übeyt,E
übük,K
ünübol,U
vecibe,K
vehbi,E
vehbiye,K
yolbul,E
zebercet,K
zobu,E
zorbey,E
zübeyde,K
zübeyr,E
cedide,K
celadet,E
celal,E
celalettin,E
celali,E
celasun,E
celayir,E
celil,E
celile,K
cem,E
cemi,E
cemil,E
cemile,K
ceminur,K
cemre,U
cemşir,E
cemşit,E
cengaver,E
cenger,E
cengiz,E
cenk,E
cenker,E
cennet,K
ceren,K
cerit,E
cesim,E
cesur,E
cevdet,E
cevher,U
cevheri,E
cevri,E
cevriye,K
ceyhun,U
ceylan,K
cezlan,E
cezmi,E
cilvekar,K
cimşit,E
cindoruk,E
coşku,E
coşkun,E
coşkuner,E
coşkunsu,E
cömert,E
cuci,E
cudi,E
cudiye,K
culduz,E
cumhur,E
cumhuriyet,E
cündi,E
cüneyt,E
delice,E
dicle,K
domurcuk,K
ece,U
ecegül,K
ecemiş,E
ecenur,K
ecer,U
ecevit,E
ecir,E
ecmel,U
ecvet,E
ekinci,E
emcet,E
erce,E
erciyes,E
ercüment,E
erincek,E
erincik,E
evcil,U
evcimen,U
evecen,K
fecir,K
fecri,E
fecriye,K
gelincik,K
gence,E
gencel,E
gencer,E
genco,E
gonce,K
göcek,E
gökcen,U
gücel,E
gücer,E
gücümen,E
gülce,K
gülece,K
gülinci,K
güvercin,K
güzelce,K
hicret,U
huceste,K
hüccet,E
hüceste,K
iclal,K
imece,K
ince,U
incesu,E
inci,K
inciden,K
incifem,K
incifer,K
incigül,K
incila,K
incilay,K
incinur,K
incisel,K
inciser,K
ivecen,E
iyicil,E
kıvılcım,U
korucu,E
mecdi,E
mecdut,E
mecide,K
mecit,E
mecittin,E
mecnun,E
mehcur,E
mehcure,K
mengücek,E
mescur,E
mevcude,K
mevcut,E
mucide,K
mucip,E
mucit,E
mucize,K
müceddet,K
mücella,K
mücessem,K
mücevher,K
münci,E
münciye,K
necdet,E
necile,K
necip,E
necla,K
necmi,E
necmiye,K
necve,K
netice,K
öncel,U
öncü,E
öncüer,E
özgeci,E
recep,E
selcen,U
sencer,E
tecelli,U
tecen,E
tecer,U
teceren,E
tecim,E
tecimen,E
tecimer,E
tecir,E
ticen,K
tomurcuk,K
tuğcu,E
tuncel,E
tuncer,E
ülkücü,E
vecdet,E
vecdi,E
vechi,E
vechiye,K
vecih,E
vecihe,K
vecihi,E
vecit,E
yüce,U
yüceer,E
yücel,U
yücelen,U
yücelt,E
yücelten,E
yücenur,K
yücesoy,E
yücetekin,E
yücetürk,E
çeçen,E
çekik,E
çekim,E
çekin,E
çelem,E
çelen,E
çelenk,E
çelik,E
çelikel,E
çeliker,E
çelikiz,E
çelikkol,E
çeliköz,E
çeliksu,E
çelikten,E
çeliktürk,E
çelikyürek,E
çelim,E
çeltik,E
çender,E
çengiz,E
çepni,E
çerçi,E
çeri,E
çerkez,E
çerme,E
çetik,E
çetin,E
çetinel,E
çetiner,E
çetinok,E
çetinöz,E
çetinsoy,E
çetinsu,E
çetintürk,E
çetinyiğit,E
çevik,E
çevikel,E
çeviker,E
çeviköz,E
çevrim,E
çeyiz,K
çığ,E
çığıl,E
çığır,U
çıngı,E
çıvgın,E
çiçek,K
çiftçi,E
çiğdem,K
çiğil,E
çiğlez,E
çilek,K
çilen,K
çilenti,K
çiler,K
çimen,K
çin,E
çinel,U
çiner,E
çinerk,E
çingiz,E
çinkılıç,E
çinuçin,E
çisen,K
çisil,K
çoker,E
çoku,E
çopur,E
çotuk,E
çotur,E
çökermiş,E
çöyür,E
demirgüç,E
demirkoç,E
demirpençe,E
dikeç,E
dinç,E
dinçel,U
dinçer,E
dinçerk,E
dinçkol,E
dinçkök,E
dinçmen,E
dinçok,E
dinçol,E
dinçöz,E
dinçsel,E
dinçsoy,E
dinçsü,E
dinçtürk,E
direnç,E
elçi,E
elçim,K
elçin,U
emeç,E
enç,E
eneç,E
erçelik,E
erçetin,E
erçevik,E
erçil,K
erdinç,E
erengüç,E
ergenç,E
ergüç,E
ergüleç,E
ergüvenç,E
erinç,U
erinçer,E
erkılıç,E
erkoç,E
erseç,E
ersevinç,E
ertunç,E
fereç,E
genç,E
gençel,E
gençer,E
gençsoy,E
gençsu,E
gençtürk,E
gerçek,E
gerçeker,E
girginkoç,E
göçen,E
göçer,E
göçmen,E
göğünç,K
gökçe,U
gökçeer,E
gökçek,U
gökçel,U
gökçem,K
gökçen,U
gökçer,E
gökçesu,E
gökçil,E
gökçin,U
gökçül,E
gökçün,E
göktunç,E
gönç,E
gönenç,U
görgüç,E
göyünç,E
gözenç,K
güç,E
güçel,E
güçeren,E
güçermiş,E
güçlü,E
güçlüer,E
güçlütürk,E
güçmen,E
güçsel,E
güçyener,E
güçyeter,E
gülçe,K
gülçehre,K
gülçiçek,K
gülçimen,K
gülçin,K
gülçün,K
güleç,U
güleçer,E
gümeç,E
günçe,E
günçiçeği,K
günçiçek,K
güneç,E
güvenç,U
hiçsönmez,E
içim,K
içli,U
içöz,E
içten,U
ilçi,E
ilginç,E
kılıç,E
kılıçel,E
kılıçer,E
kılınç,E
kırçiçek,K
kızıltunç,E
kiçi,E
koç,E
koçer,E
koçsoy,E
koçtuğ,E
koçtürk,E
koçu,E
koçyiğit,E
konçuy,K
köçeri,E
laçin,E
mehmetçik,E
mengüç,E
meriç,U
nurçin,K
okçun,E
okgüç,E
okgüçlü,E
oktunç,E
olçun,E
opçin,E
orçun,E
ortunç,E
oruç,E
oytunç,E
öğrünç,E
öğünç,E
ölçüm,E
ölçün,E
öndünç,E
öveç,E
övgünç,K
övünç,U
özçelik,E
özçevik,E
özçın,E
özdinç,E
özdinçer,E
özenç,U
özerdinç,E
özerinç,E
özgenç,E
özgüç,E
özgüleç,E
özkoç,E
özokçu,E
öztunç,E
perçem,K
periçehre,K
pürçek,K
seçen,E
seçgül,K
seçik,K
seçil,K
seçim,E
seçkin,U
seçkiner,E
seçme,E
seçmeer,E
seçmen,E
seçmener,E
selçuk,U
selçuker,E
selgüç,E
serdengeçti,E
serdinç,E
sevinç,U
sonuç,U
sorguç,E
soydinç,E
soydinçer,E
soyselçuk,E
tekçe,E
temuçin,E
timuçin,E
tonguç,E
tuğçe,K
tunç,E
tunçdemir,E
tunçel,E
tunçer,E
tunçkılıç,E
tunçkol,E
tunçkurt,E
tunçok,E
tunçöven,E
tunçsoy,E
tunçtürk,E
tunguç,E
tümkoç,E
uç,E
uçkun,U
uçuk,E
uçur,U
uluç,E
ulumeriç,E
üçe,E
üçel,U
üçer,E
üçgül,K
üçışık,U
üçkök,E
üçok,E
üçük,E
ünüçok,E
yoruç,E
adem,E
dahi,E
dana,E
dede,E
define,K
defne,K
değer,U
değmeer,E
dehri,E
delal,E
demet,K
demhoş,K
demir,E
demirdelen,E
demirdöven,E
demirel,E
demirer,E
demirezen,E
demirgülle,E
demiriz,E
demirkol,E
demirkök,E
demirkurt,E
demirkut,E
demirok,E
demirol,E
demiröz,E
demirsoy,E
demirtekin,E
demirtuğ,E
demirtürk,E
demiryürek,E
demren,E
dengiz,E
dengizer,E
deniz,U
denizel,E
denizer,E
denizmen,E
deniztekin,E
denk,E
denkel,E
denker,E
denli,E
denlisoy,E
deren,U
derenel,E
derin,U
derinkök,E
derinöz,E
derlen,E
derviş,E
deste,K
destegül,K
devin,U
deviner,E
devlet,U
devlettin,E
devrim,U
devrimer,E
didem,K
didim,E
dik,E
dikel,E
diken,E
diker,E
dikey,E
dikmen,U
diksoy,E
dil,E
dila,K
dilan,K
dilaşup,K
dilaver,E
dilderen,K
dilefruz,K
dilege,K
dilek,K
dilem,K
dilemre,E
diler,U
dilfigar,K
dilfiruz,K
dilge,U
dilhun,K
dilhuş,K
dilmen,U
dilnişin,K
dilnur,K
dilsuz,K
dilşen,K
dilşikar,K
dilyar,E
diren,E
diri,E
dirik,E
diriker,E
dirikök,E
diril,E
dirim,E
dirimtekin,E
dirin,E
diriner,E
dirisoy,E
dirlik,U
doğru,E
doğruel,E
doğruer,E
doğruol,E
doğruöz,E
doğu,U
doğuer,E
doğuş,E
dolun,U
doru,E
doruk,E
dorukkurt,E
dorukkut,E
doruktekin,E
doruktepe,E
dost,E
dölek,E
dölen,U
dölensoy,E
döndü,K
döne,K
dönmez,E
dönmezer,E
dönmezsoy,E
dönmeztekin,E
dönü,E
dönüş,K
dudu,K
duhter,K
dumlu,E
dumrul,E
durdu,U
durgun,E
durguner,E
durgunsu,E
durkız,K
durmuş,E
dursun,E
dursune,K
durşen,E
duru,U
durugül,K
duruiz,E
duruk,E
durul,E
duruöz,E
durusel,E
durusoy,E
durusu,E
durutekin,E
durutürk,E
duşize,K
duygu,U
duygun,K
duyu,E
dülge,E
dülger,E
düri,K
düriye,K
dürnev,K
dürri,E
düşün,E
düşünsel,E
düzel,E
düzey,E
düzgün,E
ede,E
edgü,E
edgüer,E
edhem,E
edip,E
edis,K
ediz,U
efendi,E
efgende,E
ehed,E
ejder,E
eldem,U
eldemir,E
elidemir,E
elverdi,E
ender,U
erdem,E
erdemer,E
erdemir,E
erdemli,E
erden,U
erdener,E
erdeniz,E
erdeşir,E
erdi,U
erdil,E
erdilek,E
erdin,E
erdiner,E
erdoğ,E
erdoğdu,E
erdoğmuş,E
erdöl,E
erdölek,E
erdönmez,E
erdur,E
erdurdu,E
erdurmuş,E
erdursun,E
erduru,E
erendemir,E
erendiz,U
ergüden,E
ergüder,E
eryıldız,E
esendemir,E
evdegül,K
ferdi,E
ferdiye,K
ferhunde,K
feride,K
feridun,E
fermude,K
ferzend,E
fide,K
firdevs,K
firdevsi,E
füruzende,K
gedik,E
gediz,U
gökdemir,E
gökdeniz,E
göndem,E
gönder,E
gönülden,K
gönüldeş,E
gözde,K
güdek,E
güder,E
güldeğer,K
güldehen,K
güldem,K
güldemet,K
gülden,K
güldeniz,K
güldenur,K
gülder,K
gülderen,K
güldermiş,K
güldeste,K
güldilek,K
güldöne,K
güldüren,K
gülender,K
gülfide,K
gündemir,E
günden,U
gündeniz,E
günder,E
gündeş,E
gündoğdu,E
gündoğmuş,E
gündöndü,E
gündüz,U
güngördü,E
güzide,K
hediye,K
hemdem,E
hıdır,E
hurşide,K
ıdık,E
ıdıkut,E
ıldır,U
ıldız,U
idi,E
idikurt,E
idikut,E
idil,K
idris,E
iğdemir,E
ildem,E
ildemer,E
ildemir,E
ilden,K
ildeniz,U
ildeş,U
iskender,E
işgüden,E
işgüder,E
jülide,K
kızıldemir,E
kuddus,E
kuddusi,E
kudret,U
kudsiye,K
ledün,E
medeni,E
medet,E
medide,K
medih,E
medine,K
medit,E
mehdi,E
mehdiye,K
melodi,K
memduh,E
menderes,E
merdi,E
mesude,K
mevdut,E
mevlide,K
mevlüde,K
mevlüde,K
mezide,K
muktedir,E
muslihiddin,E
müderris,E
müdrik,E
müdrike,K
müeddep,K
müfide,K
müjde,K
müldür,E
müride,K
mürşide,K
müveddet,K
nedim,E
nedime,K
nedret,U
neşide,K
nevide,K
nurdide,K
nurdil,K
nurdoğdu,K
nurfide,K
nüvide,K
od,E
oder,E
okdemir,E
okverdi,E
orkide,K
ödül,U
önder,U
önderol,E
öndeş,E
öründü,E
özdeğer,E
özdek,E
özdel,E
özdemir,E
özden,U
özdener,U
özderen,K
özdeş,U
özdil,E
özdilek,U
özdoğdu,E
özdoğmuş,E
özdoğru,E
özdoru,E
özdoruk,E
özdurdu,E
özduru,E
özdurul,E
özdurum,E
özender,E
özerdem,E
özerdim,E
özönder,E
özüdoğru,E
özverdi,E
pekdeğer,K
peride,K
remide,K
reside,K
reşide,K
reşididdin,E
rüveyde,K
rüvide,K
sedef,K
seden,K
sedit,E
semender,E
serdil,K
sevde,K
sevdiye,K
sevgideğer,E
sevindik,E
seydi,E
seyyide,K
sıddık,E
sıdkı,E
sıdkıye,K
sidre,K
simden,K
sude,K
sudi,E
sudiye,K
suudi,E
suzidil,K
süerdem,E
süerden,E
sündüs,K
süveyde,K
şemdin,E
şendeniz,K
şendil,K
şendur,E
şengeldi,U
şermende,K
şevkidil,K
şide,E
tedü,E
tendü,U
tendürek,E
tepedelen,E
tevhiddin,E
tevhide,K
tokdemir,E
topdemir,E
toydemir,E
toydeniz,E
tümerdem,E
türkdoğdu,E
ufukdeniz,E
uldız,E
umdu,E
urundu,E
ülküdeş,U
üngördü,E
ünüdeğer,E
ünverdi,E
üründü,E
vedi,E
vedide,K
vedit,E
velide,K
veliyüddin,E
verdi,E
yarıdil,K
yedier,E
yediger,E
yediveren,K
yıldıku,K
yıldır,E
yıldırer,E
yıldırım,E
yıldız,K
yurdum,K
yurdusev,U
yurduşen,E
zeyneddin,E
zühdi,E
alem,E
asiye,K
atike,K
atiye,K
azime,K
efe,E
efgen,E
efkar,E
eflatun,U
efruz,E
efser,U
efsun,K
ege,U
egemen,U
egenur,K
egesel,E
eğilmez,E
eğrek,E
ehil,K
ehlimen,E
eke,E
ekemen,E
eken,E
ekenel,E
ekener,E
ekim,U
ekin,U
ekiner,E
ekmel,E
ekrem,E
ela,K
elanur,K
elgin,U
elif,K
elife,K
elik,K
elitez,E
eliuz,E
eliüstün,E
elöve,E
elöver,E
elver,E
elveren,E
emek,U
emel,K
emet,E
emin,E
emine,K
eminel,E
emir,E
emoş,K
emre,E
emri,E
emriye,K
ener,E
eneren,E
energin,E
enes,E
enfes,K
engin,U
enginel,E
enginer,E
enginiz,U
enginsoy,E
enginsu,U
engiz,E
engür,E
enis,E
enise,K
enmutlu,E
enver,E
er,E
erek,E
ereken,E
erel,U
erem,U
eren,U
erenel,E
erengül,K
erengün,K
erenler,E
erenöz,E
erensoy,E
erensü,E
erentürk,E
erenuluğ,E
erer,E
erge,K
ergem,K
ergen,E
ergenekon,E
ergener,E
ergi,E
ergil,E
ergin,E
erginel,E
erginer,E
erginsoy,E
ergintuğ,E
ergök,E
ergökmen,E
ergönen,E
ergönül,E
ergör,E
ergun,E
erguner,E
ergül,U
ergülen,U
ergüler,U
ergümen,E
ergün,U
ergüner,E
ergüneş,E
ergüney,E
ergüven,E
erhun,E
erışık,E
erik,E
eriker,E
erim,U
erimel,E
erimer,E
erin,U
erip,E
eripek,E
eriş,U
erişen,K
erişkin,E
eriz,E
erk,E
erke,U
erkel,E
erker,E
erkın,E
erkınel,E
erkış,E
erkin,U
erkinel,E
erkiner,E
erkmen,E
erkmenol,E
erkol,E
erksoy,E
erksun,E
erktin,E
erkul,E
erkunt,E
erkurt,E
erkuş,E
erkut,E
erkutlu,E
erlik,E
ermiş,E
ermiye,K
ermutlu,E
ernur,E
eroğlu,E
eroğul,E
eroğuz,E
erol,E
eröge,E
eröz,E
ersel,E
ersen,E
erserim,E
ersev,E
erseven,E
ersever,E
ersevin,E
ersezen,E
ersezer,E
ersin,E
erson,E
ersoy,E
ersöz,E
ersu,E
ersun,E
ersü,E
erşen,E
erşet,E
erte,E
ertek,E
erteke,E
ertekin,E
ertem,E
erten,U
ertim,E
ertin,E
ertingü,E
ertok,E
ertop,E
ertöre,E
ertuğ,E
ertuğrul,E
ertut,E
ertün,E
ertüre,E
ertürk,E
ertüze,E
ertüzün,E
erülgen,E
erün,E
erüstün,E
ervin,K
eryetiş,E
eryiğit,E
erzi,E
ese,E
esen,U
esenel,E
esener,E
esengül,K
esengün,K
esenkul,E
esentimur,E
esentürk,E
eser,U
esergül,K
esim,U
esin,U
esiner,E
eskin,E
eslek,E
esmer,K
esvet,E
eşe,K
eşim,K
eşin,K
